,Cell,Cell_type
3027,human2_lib2.final_cell_0532,alpha
3028,human2_lib2.final_cell_0533,alpha
3029,human2_lib2.final_cell_0534,alpha
3030,human2_lib2.final_cell_0535,alpha
3031,human2_lib2.final_cell_0536,ductal
3032,human2_lib2.final_cell_0537,alpha
3033,human2_lib2.final_cell_0538,alpha
3034,human2_lib2.final_cell_0539,alpha
3035,human2_lib2.final_cell_0540,mast
3036,human2_lib2.final_cell_0541,alpha
3037,human2_lib2.final_cell_0542,alpha
3038,human2_lib2.final_cell_0543,quiescent_stellate
3039,human2_lib2.final_cell_0544,beta
3040,human2_lib2.final_cell_0545,alpha
3041,human2_lib2.final_cell_0546,beta
3042,human2_lib2.final_cell_0547,alpha
3043,human2_lib2.final_cell_0548,alpha
3044,human2_lib2.final_cell_0549,gamma
3045,human2_lib2.final_cell_0550,gamma
3046,human2_lib2.final_cell_0551,ductal
3047,human2_lib2.final_cell_0552,alpha
3048,human2_lib2.final_cell_0553,activated_stellate
3049,human2_lib2.final_cell_0554,alpha
3050,human2_lib2.final_cell_0555,ductal
3051,human2_lib2.final_cell_0556,delta
3052,human2_lib2.final_cell_0557,alpha
3053,human2_lib2.final_cell_0558,alpha
3054,human2_lib2.final_cell_0559,activated_stellate
3055,human2_lib2.final_cell_0560,beta
3056,human2_lib2.final_cell_0561,alpha
3057,human2_lib2.final_cell_0562,quiescent_stellate
3058,human2_lib2.final_cell_0563,ductal
3059,human2_lib2.final_cell_0564,alpha
3060,human2_lib2.final_cell_0565,quiescent_stellate
3061,human2_lib2.final_cell_0566,ductal
3062,human2_lib2.final_cell_0567,alpha
3063,human2_lib2.final_cell_0568,activated_stellate
3064,human2_lib2.final_cell_0569,beta
3065,human2_lib2.final_cell_0570,beta
3066,human2_lib2.final_cell_0571,activated_stellate
3067,human2_lib2.final_cell_0572,alpha
3068,human2_lib2.final_cell_0573,alpha
3069,human2_lib2.final_cell_0574,ductal
3070,human2_lib2.final_cell_0575,beta
3071,human2_lib2.final_cell_0576,beta
3072,human2_lib2.final_cell_0577,alpha
3073,human2_lib2.final_cell_0578,schwann
3074,human2_lib2.final_cell_0579,gamma
3075,human2_lib2.final_cell_0580,ductal
3076,human2_lib2.final_cell_0581,alpha
3077,human2_lib2.final_cell_0582,t_cell
3078,human2_lib2.final_cell_0583,schwann
3079,human2_lib2.final_cell_0584,beta
3080,human2_lib2.final_cell_0585,gamma
3081,human2_lib2.final_cell_0586,beta
3082,human2_lib2.final_cell_0587,beta
3083,human2_lib2.final_cell_0588,beta
3084,human2_lib2.final_cell_0589,beta
3085,human2_lib2.final_cell_0590,t_cell
3086,human2_lib2.final_cell_0591,beta
3087,human2_lib2.final_cell_0592,beta
3088,human2_lib2.final_cell_0593,alpha
3089,human2_lib2.final_cell_0594,beta
3090,human2_lib2.final_cell_0595,alpha
3091,human2_lib2.final_cell_0596,ductal
3092,human2_lib2.final_cell_0597,beta
3093,human2_lib2.final_cell_0598,alpha
3094,human2_lib2.final_cell_0599,ductal
3095,human2_lib2.final_cell_0600,alpha
3096,human2_lib3.final_cell_0001,beta
3097,human2_lib3.final_cell_0002,delta
3098,human2_lib3.final_cell_0003,delta
3099,human2_lib3.final_cell_0004,beta
3100,human2_lib3.final_cell_0005,ductal
3101,human2_lib3.final_cell_0006,alpha
3102,human2_lib3.final_cell_0007,beta
3103,human2_lib3.final_cell_0008,ductal
3104,human2_lib3.final_cell_0009,alpha
3105,human2_lib3.final_cell_0010,delta
3106,human2_lib3.final_cell_0011,ductal
3107,human2_lib3.final_cell_0012,alpha
3108,human2_lib3.final_cell_0013,ductal
3109,human2_lib3.final_cell_0014,delta
3110,human2_lib3.final_cell_0015,ductal
3111,human2_lib3.final_cell_0016,alpha
3112,human2_lib3.final_cell_0017,ductal
3113,human2_lib3.final_cell_0018,ductal
3114,human2_lib3.final_cell_0019,delta
3115,human2_lib3.final_cell_0020,delta
3116,human2_lib3.final_cell_0021,alpha
3117,human2_lib3.final_cell_0022,beta
3118,human2_lib3.final_cell_0023,delta
3119,human2_lib3.final_cell_0024,delta
3120,human2_lib3.final_cell_0025,beta
3121,human2_lib3.final_cell_0026,delta
3122,human2_lib3.final_cell_0027,ductal
3123,human2_lib3.final_cell_0028,ductal
3124,human2_lib3.final_cell_0029,ductal
3125,human2_lib3.final_cell_0030,ductal
3126,human2_lib3.final_cell_0031,delta
3127,human2_lib3.final_cell_0032,alpha
3128,human2_lib3.final_cell_0033,delta
3129,human2_lib3.final_cell_0034,alpha
3130,human2_lib3.final_cell_0035,beta
3131,human2_lib3.final_cell_0036,ductal
3132,human2_lib3.final_cell_0037,epsilon
3133,human2_lib3.final_cell_0038,alpha
3134,human2_lib3.final_cell_0039,delta
3135,human2_lib3.final_cell_0040,alpha
3136,human2_lib3.final_cell_0041,delta
3137,human2_lib3.final_cell_0042,alpha
3138,human2_lib3.final_cell_0043,delta
3139,human2_lib3.final_cell_0044,activated_stellate
3140,human2_lib3.final_cell_0045,alpha
3141,human2_lib3.final_cell_0046,alpha
3142,human2_lib3.final_cell_0047,delta
3143,human2_lib3.final_cell_0048,delta
3144,human2_lib3.final_cell_0049,beta
3145,human2_lib3.final_cell_0050,beta
3146,human2_lib3.final_cell_0051,alpha
3147,human2_lib3.final_cell_0052,alpha
3148,human2_lib3.final_cell_0053,beta
3149,human2_lib3.final_cell_0054,delta
3150,human2_lib3.final_cell_0055,alpha
3151,human2_lib3.final_cell_0056,alpha
3152,human2_lib3.final_cell_0057,activated_stellate
3153,human2_lib3.final_cell_0058,ductal
3154,human2_lib3.final_cell_0059,alpha
3155,human2_lib3.final_cell_0060,beta
3156,human2_lib3.final_cell_0061,alpha
3157,human2_lib3.final_cell_0062,activated_stellate
3158,human2_lib3.final_cell_0063,alpha
3159,human2_lib3.final_cell_0064,ductal
3160,human2_lib3.final_cell_0065,alpha
3161,human2_lib3.final_cell_0066,acinar
3162,human2_lib3.final_cell_0067,alpha
3163,human2_lib3.final_cell_0068,beta
3164,human2_lib3.final_cell_0069,delta
3165,human2_lib3.final_cell_0070,alpha
3166,human2_lib3.final_cell_0071,alpha
3167,human2_lib3.final_cell_0072,alpha
3168,human2_lib3.final_cell_0073,alpha
3169,human2_lib3.final_cell_0074,alpha
3170,human2_lib3.final_cell_0075,alpha
3171,human2_lib3.final_cell_0076,macrophage
3172,human2_lib3.final_cell_0077,macrophage
3173,human2_lib3.final_cell_0078,ductal
3174,human2_lib3.final_cell_0079,beta
3175,human2_lib3.final_cell_0080,ductal
3176,human2_lib3.final_cell_0081,ductal
3177,human2_lib3.final_cell_0082,alpha
3178,human2_lib3.final_cell_0083,alpha
3179,human2_lib3.final_cell_0084,alpha
3180,human2_lib3.final_cell_0085,alpha
3181,human2_lib3.final_cell_0086,ductal
3182,human2_lib3.final_cell_0087,delta
3183,human2_lib3.final_cell_0088,delta
3184,human2_lib3.final_cell_0089,beta
3185,human2_lib3.final_cell_0090,alpha
3186,human2_lib3.final_cell_0091,ductal
3187,human2_lib3.final_cell_0092,ductal
3188,human2_lib3.final_cell_0093,beta
3189,human2_lib3.final_cell_0094,alpha
3190,human2_lib3.final_cell_0095,delta
3191,human2_lib3.final_cell_0096,beta
3192,human2_lib3.final_cell_0097,quiescent_stellate
3193,human2_lib3.final_cell_0098,delta
3194,human2_lib3.final_cell_0099,quiescent_stellate
3195,human2_lib3.final_cell_0100,activated_stellate
3196,human2_lib3.final_cell_0101,alpha
3197,human2_lib3.final_cell_0102,activated_stellate
3198,human2_lib3.final_cell_0103,ductal
3199,human2_lib3.final_cell_0104,alpha
3200,human2_lib3.final_cell_0105,alpha
3201,human2_lib3.final_cell_0106,beta
3202,human2_lib3.final_cell_0107,beta
3203,human2_lib3.final_cell_0108,activated_stellate
3204,human2_lib3.final_cell_0109,beta
3205,human2_lib3.final_cell_0110,beta
3206,human2_lib3.final_cell_0111,ductal
3207,human2_lib3.final_cell_0112,ductal
3208,human2_lib3.final_cell_0113,alpha
3209,human2_lib3.final_cell_0114,ductal
3210,human2_lib3.final_cell_0115,ductal
3211,human2_lib3.final_cell_0116,alpha
3212,human2_lib3.final_cell_0117,activated_stellate
3213,human2_lib3.final_cell_0118,alpha
3214,human2_lib3.final_cell_0119,ductal
3215,human2_lib3.final_cell_0120,beta
3216,human2_lib3.final_cell_0121,beta
3217,human2_lib3.final_cell_0122,alpha
3218,human2_lib3.final_cell_0123,delta
3219,human2_lib3.final_cell_0124,activated_stellate
3220,human2_lib3.final_cell_0125,ductal
3221,human2_lib3.final_cell_0126,beta
3222,human2_lib3.final_cell_0127,alpha
3223,human2_lib3.final_cell_0128,alpha
3224,human2_lib3.final_cell_0129,alpha
3225,human2_lib3.final_cell_0130,alpha
3226,human2_lib3.final_cell_0131,activated_stellate
3227,human2_lib3.final_cell_0132,beta
3228,human2_lib3.final_cell_0133,beta
3229,human2_lib3.final_cell_0134,beta
3230,human2_lib3.final_cell_0135,alpha
3231,human2_lib3.final_cell_0136,beta
3232,human2_lib3.final_cell_0137,delta
3233,human2_lib3.final_cell_0138,alpha
3234,human2_lib3.final_cell_0139,alpha
3235,human2_lib3.final_cell_0140,alpha
3236,human2_lib3.final_cell_0141,beta
3237,human2_lib3.final_cell_0142,alpha
3238,human2_lib3.final_cell_0143,alpha
3239,human2_lib3.final_cell_0144,ductal
3240,human2_lib3.final_cell_0145,beta
3241,human2_lib3.final_cell_0146,alpha
3242,human2_lib3.final_cell_0147,macrophage
3243,human2_lib3.final_cell_0148,ductal
3244,human2_lib3.final_cell_0149,delta
3245,human2_lib3.final_cell_0150,alpha
3246,human2_lib3.final_cell_0151,beta
3247,human2_lib3.final_cell_0152,alpha
3248,human2_lib3.final_cell_0153,alpha
3249,human2_lib3.final_cell_0154,alpha
3250,human2_lib3.final_cell_0155,activated_stellate
3251,human2_lib3.final_cell_0156,ductal
3252,human2_lib3.final_cell_0157,alpha
3253,human2_lib3.final_cell_0158,ductal
3254,human2_lib3.final_cell_0159,delta
3255,human2_lib3.final_cell_0160,beta
3256,human2_lib3.final_cell_0161,delta
3257,human2_lib3.final_cell_0162,ductal
3258,human2_lib3.final_cell_0163,alpha
3259,human2_lib3.final_cell_0164,alpha
3260,human2_lib3.final_cell_0165,beta
3261,human2_lib3.final_cell_0166,activated_stellate
3262,human2_lib3.final_cell_0167,ductal
3263,human2_lib3.final_cell_0168,ductal
3264,human2_lib3.final_cell_0169,ductal
3265,human2_lib3.final_cell_0170,ductal
3266,human2_lib3.final_cell_0171,alpha
3267,human2_lib3.final_cell_0172,delta
3268,human2_lib3.final_cell_0173,ductal
3269,human2_lib3.final_cell_0174,alpha
3270,human2_lib3.final_cell_0175,alpha
3271,human2_lib3.final_cell_0176,alpha
3272,human2_lib3.final_cell_0177,alpha
3273,human2_lib3.final_cell_0178,alpha
3274,human2_lib3.final_cell_0179,beta
3275,human2_lib3.final_cell_0180,alpha
3276,human2_lib3.final_cell_0181,alpha
3277,human2_lib3.final_cell_0182,alpha
3278,human2_lib3.final_cell_0183,activated_stellate
3279,human2_lib3.final_cell_0184,alpha
3280,human2_lib3.final_cell_0185,beta
3281,human2_lib3.final_cell_0186,alpha
3282,human2_lib3.final_cell_0187,ductal
3283,human2_lib3.final_cell_0188,alpha
3284,human2_lib3.final_cell_0189,alpha
3285,human2_lib3.final_cell_0190,alpha
3286,human2_lib3.final_cell_0191,ductal
3287,human2_lib3.final_cell_0192,alpha
3288,human2_lib3.final_cell_0193,alpha
3289,human2_lib3.final_cell_0194,acinar
3290,human2_lib3.final_cell_0195,beta
3291,human2_lib3.final_cell_0196,ductal
3292,human2_lib3.final_cell_0197,beta
3293,human2_lib3.final_cell_0198,ductal
3294,human2_lib3.final_cell_0199,alpha
3295,human2_lib3.final_cell_0200,beta
3296,human2_lib3.final_cell_0201,alpha
3297,human2_lib3.final_cell_0202,delta
3298,human2_lib3.final_cell_0203,alpha
3299,human2_lib3.final_cell_0204,ductal
3300,human2_lib3.final_cell_0205,alpha
3301,human2_lib3.final_cell_0206,alpha
3302,human2_lib3.final_cell_0207,alpha
3303,human2_lib3.final_cell_0208,endothelial
3304,human2_lib3.final_cell_0209,ductal
3305,human2_lib3.final_cell_0210,delta
3306,human2_lib3.final_cell_0211,beta
3307,human2_lib3.final_cell_0212,alpha
3308,human2_lib3.final_cell_0213,alpha
3309,human2_lib3.final_cell_0214,alpha
3310,human2_lib3.final_cell_0215,beta
3311,human2_lib3.final_cell_0216,alpha
3312,human2_lib3.final_cell_0217,ductal
3313,human2_lib3.final_cell_0218,alpha
3314,human2_lib3.final_cell_0219,alpha
3315,human2_lib3.final_cell_0220,beta
3316,human2_lib3.final_cell_0221,alpha
3317,human2_lib3.final_cell_0222,alpha
3318,human2_lib3.final_cell_0223,delta
3319,human2_lib3.final_cell_0224,alpha
3320,human2_lib3.final_cell_0225,alpha
3321,human2_lib3.final_cell_0226,delta
3322,human2_lib3.final_cell_0227,activated_stellate
3323,human2_lib3.final_cell_0228,alpha
3324,human2_lib3.final_cell_0229,ductal
3325,human2_lib3.final_cell_0230,quiescent_stellate
3326,human2_lib3.final_cell_0231,alpha
3327,human2_lib3.final_cell_0232,alpha
3328,human2_lib3.final_cell_0233,ductal
3329,human2_lib3.final_cell_0234,beta
3330,human2_lib3.final_cell_0235,beta
3331,human2_lib3.final_cell_0236,alpha
3332,human2_lib3.final_cell_0237,ductal
3333,human2_lib3.final_cell_0238,ductal
3334,human2_lib3.final_cell_0239,gamma
3335,human2_lib3.final_cell_0240,activated_stellate
3336,human2_lib3.final_cell_0241,alpha
3337,human2_lib3.final_cell_0242,alpha
3338,human2_lib3.final_cell_0243,delta
3339,human2_lib3.final_cell_0244,beta
3340,human2_lib3.final_cell_0245,alpha
3341,human2_lib3.final_cell_0246,beta
3342,human2_lib3.final_cell_0247,activated_stellate
3343,human2_lib3.final_cell_0248,beta
3344,human2_lib3.final_cell_0249,delta
3345,human2_lib3.final_cell_0250,delta
3346,human2_lib3.final_cell_0251,quiescent_stellate
3347,human2_lib3.final_cell_0252,delta
3348,human2_lib3.final_cell_0253,beta
3349,human2_lib3.final_cell_0254,ductal
3350,human2_lib3.final_cell_0255,alpha
3351,human2_lib3.final_cell_0256,beta
3352,human2_lib3.final_cell_0257,beta
3353,human2_lib3.final_cell_0258,alpha
3354,human2_lib3.final_cell_0259,alpha
3355,human2_lib3.final_cell_0260,delta
3356,human2_lib3.final_cell_0261,beta
3357,human2_lib3.final_cell_0262,alpha
3358,human2_lib3.final_cell_0263,gamma
3359,human2_lib3.final_cell_0264,alpha
3360,human2_lib3.final_cell_0265,activated_stellate
3361,human2_lib3.final_cell_0266,beta
3362,human2_lib3.final_cell_0267,alpha
3363,human2_lib3.final_cell_0268,ductal
3364,human2_lib3.final_cell_0269,ductal
3365,human2_lib3.final_cell_0270,beta
3366,human2_lib3.final_cell_0271,macrophage
3367,human2_lib3.final_cell_0272,beta
3368,human2_lib3.final_cell_0273,activated_stellate
3369,human2_lib3.final_cell_0274,ductal
3370,human2_lib3.final_cell_0275,beta
3371,human2_lib3.final_cell_0276,alpha
3372,human2_lib3.final_cell_0277,alpha
3373,human2_lib3.final_cell_0278,alpha
3374,human2_lib3.final_cell_0279,activated_stellate
3375,human2_lib3.final_cell_0280,activated_stellate
3376,human2_lib3.final_cell_0281,ductal
3377,human2_lib3.final_cell_0282,alpha
3378,human2_lib3.final_cell_0283,alpha
3379,human2_lib3.final_cell_0284,beta
3380,human2_lib3.final_cell_0285,alpha
3381,human2_lib3.final_cell_0286,alpha
3382,human2_lib3.final_cell_0287,alpha
3383,human2_lib3.final_cell_0288,delta
3384,human2_lib3.final_cell_0289,activated_stellate
3385,human2_lib3.final_cell_0290,beta
3386,human2_lib3.final_cell_0291,beta
3387,human2_lib3.final_cell_0292,endothelial
3388,human2_lib3.final_cell_0293,beta
3389,human2_lib3.final_cell_0294,alpha
3390,human2_lib3.final_cell_0295,alpha
3391,human2_lib3.final_cell_0296,alpha
3392,human2_lib3.final_cell_0297,ductal
3393,human2_lib3.final_cell_0298,ductal
3394,human2_lib3.final_cell_0299,alpha
3395,human2_lib3.final_cell_0300,beta
3396,human2_lib3.final_cell_0301,beta
3397,human2_lib3.final_cell_0302,alpha
3398,human2_lib3.final_cell_0303,beta
3399,human2_lib3.final_cell_0304,alpha
3400,human2_lib3.final_cell_0305,endothelial
3401,human2_lib3.final_cell_0306,delta
3402,human2_lib3.final_cell_0307,beta
3403,human2_lib3.final_cell_0308,ductal
3404,human2_lib3.final_cell_0309,alpha
3405,human2_lib3.final_cell_0310,quiescent_stellate
3406,human2_lib3.final_cell_0311,delta
3407,human2_lib3.final_cell_0312,ductal
3408,human2_lib3.final_cell_0313,beta
3409,human2_lib3.final_cell_0314,delta
3410,human2_lib3.final_cell_0315,ductal
3411,human2_lib3.final_cell_0316,alpha
3412,human2_lib3.final_cell_0317,delta
3413,human2_lib3.final_cell_0318,ductal
3414,human2_lib3.final_cell_0319,beta
3415,human2_lib3.final_cell_0320,beta
3416,human2_lib3.final_cell_0321,alpha
3417,human2_lib3.final_cell_0322,beta
3418,human2_lib3.final_cell_0323,ductal
3419,human2_lib3.final_cell_0324,beta
3420,human2_lib3.final_cell_0325,alpha
3421,human2_lib3.final_cell_0326,alpha
3422,human2_lib3.final_cell_0327,ductal
3423,human2_lib3.final_cell_0328,ductal
3424,human2_lib3.final_cell_0329,alpha
3425,human2_lib3.final_cell_0330,gamma
3426,human2_lib3.final_cell_0331,delta
3427,human2_lib3.final_cell_0332,ductal
3428,human2_lib3.final_cell_0333,alpha
3429,human2_lib3.final_cell_0334,beta
3430,human2_lib3.final_cell_0335,ductal
3431,human2_lib3.final_cell_0336,alpha
3432,human2_lib3.final_cell_0337,alpha
3433,human2_lib3.final_cell_0338,gamma
3434,human2_lib3.final_cell_0339,alpha
3435,human2_lib3.final_cell_0340,alpha
3436,human2_lib3.final_cell_0341,ductal
3437,human2_lib3.final_cell_0342,gamma
3438,human2_lib3.final_cell_0343,alpha
3439,human2_lib3.final_cell_0344,alpha
3440,human2_lib3.final_cell_0345,alpha
3441,human2_lib3.final_cell_0346,delta
3442,human2_lib3.final_cell_0347,gamma
3443,human2_lib3.final_cell_0348,alpha
3444,human2_lib3.final_cell_0349,endothelial
3445,human2_lib3.final_cell_0350,delta
3446,human2_lib3.final_cell_0351,alpha
3447,human2_lib3.final_cell_0352,ductal
3448,human2_lib3.final_cell_0353,gamma
3449,human2_lib3.final_cell_0354,activated_stellate
3450,human2_lib3.final_cell_0355,beta
3451,human2_lib3.final_cell_0356,ductal
3452,human2_lib3.final_cell_0357,activated_stellate
3453,human2_lib3.final_cell_0358,gamma
3454,human2_lib3.final_cell_0359,alpha
3455,human2_lib3.final_cell_0360,beta
3456,human2_lib3.final_cell_0361,gamma
3457,human2_lib3.final_cell_0362,alpha
3458,human2_lib3.final_cell_0363,gamma
3459,human2_lib3.final_cell_0364,alpha
3460,human2_lib3.final_cell_0365,alpha
3461,human2_lib3.final_cell_0366,beta
3462,human2_lib3.final_cell_0367,ductal
3463,human2_lib3.final_cell_0368,alpha
3464,human2_lib3.final_cell_0369,ductal
3465,human2_lib3.final_cell_0370,delta
3466,human2_lib3.final_cell_0371,ductal
3467,human2_lib3.final_cell_0372,alpha
3468,human2_lib3.final_cell_0373,alpha
3469,human2_lib3.final_cell_0374,beta
3470,human2_lib3.final_cell_0375,alpha
3471,human2_lib3.final_cell_0376,beta
3472,human2_lib3.final_cell_0377,alpha
3473,human2_lib3.final_cell_0378,ductal
3474,human2_lib3.final_cell_0379,gamma
3475,human2_lib3.final_cell_0380,alpha
3476,human2_lib3.final_cell_0381,alpha
3477,human2_lib3.final_cell_0382,alpha
3478,human2_lib3.final_cell_0383,ductal
3479,human2_lib3.final_cell_0384,alpha
3480,human2_lib3.final_cell_0385,gamma
3481,human2_lib3.final_cell_0386,quiescent_stellate
3482,human2_lib3.final_cell_0387,beta
3483,human2_lib3.final_cell_0388,ductal
3484,human2_lib3.final_cell_0389,alpha
3485,human2_lib3.final_cell_0390,alpha
3486,human2_lib3.final_cell_0391,alpha
3487,human2_lib3.final_cell_0392,ductal
3488,human2_lib3.final_cell_0393,alpha
3489,human2_lib3.final_cell_0394,beta
3490,human2_lib3.final_cell_0395,ductal
3491,human2_lib3.final_cell_0396,alpha
3492,human2_lib3.final_cell_0397,beta
3493,human2_lib3.final_cell_0398,alpha
3494,human2_lib3.final_cell_0399,gamma
3495,human2_lib3.final_cell_0400,gamma
3496,human2_lib3.final_cell_0401,alpha
3497,human2_lib3.final_cell_0402,beta
3498,human2_lib3.final_cell_0403,alpha
3499,human2_lib3.final_cell_0404,alpha
3500,human2_lib3.final_cell_0405,beta
3501,human2_lib3.final_cell_0406,alpha
3502,human2_lib3.final_cell_0407,alpha
3503,human2_lib3.final_cell_0408,gamma
3504,human2_lib3.final_cell_0409,alpha
3505,human2_lib3.final_cell_0410,delta
3506,human2_lib3.final_cell_0411,alpha
3507,human2_lib3.final_cell_0412,alpha
3508,human2_lib3.final_cell_0413,beta
3509,human2_lib3.final_cell_0414,beta
3510,human2_lib3.final_cell_0415,alpha
3511,human2_lib3.final_cell_0416,alpha
3512,human2_lib3.final_cell_0417,endothelial
3513,human2_lib3.final_cell_0418,ductal
3514,human2_lib3.final_cell_0419,gamma
3515,human2_lib3.final_cell_0420,alpha
3516,human2_lib3.final_cell_0421,endothelial
