,Cell,Cell_type
3524,F2S4_160330_019_B01,Lamp5 Fam19a1 Tmem182
3525,F2S4_160330_019_C01,Lamp5 Plch2 Dock5
3526,F2S4_160330_019_D01,Vip Lect1 Oxtr
3527,F2S4_160330_019_E01,L2/3 IT VISp Adamts2
3528,F2S4_160330_019_F01,L2/3 IT VISp Agmat
3529,F2S4_160330_019_G01,L2/3 IT VISp Agmat
3530,F2S4_160330_020_B01,Lamp5 Ntn1 Npy2r
3531,F2S4_160330_020_C01,Lamp5 Ntn1 Npy2r
3532,F2S4_160330_020_D01,L2/3 IT VISp Agmat
3533,F2S4_160330_020_E01,L2/3 IT VISp Agmat
3534,F2S4_160330_020_F01,L2/3 IT VISp Rrad
3535,F2S4_160330_020_G01,L2/3 IT VISp Agmat
3536,F2S4_160330_020_H01,L4 IT VISp Rspo1
3537,F2S4_160330_021_A01,Lamp5 Lsp1
3538,F2S4_160330_021_B01,Serpinf1 Aqp5 Vip
3539,F2S4_160330_021_C01,L4 IT VISp Rspo1
3540,F2S4_160330_021_D01,Lamp5 Lsp1
3541,F2S4_160330_021_E01,L4 IT VISp Rspo1
3542,F2S4_160330_021_F01,L4 IT VISp Rspo1
3543,F2S4_160330_021_G01,L4 IT VISp Rspo1
3544,F2S4_160330_021_H01,L4 IT VISp Rspo1
3545,F2S4_160330_022_A01,L4 IT VISp Rspo1
3546,F2S4_160330_022_B01,Sst Chrna2 Ptgdr
3547,F2S4_160330_022_C01,Sst Hpse Sema3c
3548,F2S4_160330_022_D01,L4 IT VISp Rspo1
3549,F2S4_160330_022_E01,Vip Pygm C1ql1
3550,F2S4_160330_022_F01,L4 IT VISp Rspo1
3551,F2S4_160330_022_G01,L5 PT VISp Chrna6
3552,F2S4_160330_022_H01,L4 IT VISp Rspo1
3553,F2S4_160330_023_A01,L4 IT VISp Rspo1
3554,F2S4_160330_023_B01,L4 IT VISp Rspo1
3555,F2S4_160330_023_C01,L4 IT VISp Rspo1
3556,F2S4_160330_023_D01,L5 IT VISp Hsd11b1 Endou
3557,F2S4_160330_023_E01,L4 IT VISp Rspo1
3558,F2S4_160330_023_F01,L5 IT VISp Hsd11b1 Endou
3559,F2S4_160330_023_G01,L4 IT VISp Rspo1
3560,F2S4_160330_023_H01,L4 IT VISp Rspo1
3561,F2S4_160330_024_A01,L4 IT VISp Rspo1
3562,F2S4_160330_024_B01,L4 IT VISp Rspo1
3563,F2S4_160330_024_C01,L4 IT VISp Rspo1
3564,F2S4_160330_024_D01,Sst Hpse Cbln4
3565,F2S4_160330_024_E01,L5 IT VISp Hsd11b1 Endou
3566,F2S4_160330_024_F01,L4 IT VISp Rspo1
3567,F2S4_160330_024_G01,L4 IT VISp Rspo1
3568,F2S4_160330_024_H01,L5 NP VISp Trhr Cpne7
3569,F2S4_160330_025_B01,Sst Calb2 Pdlim5
3570,F2S4_160330_025_C01,L4 IT VISp Rspo1
3571,F2S4_160330_025_D01,L4 IT VISp Rspo1
3572,F2S4_160330_025_E01,L4 IT VISp Rspo1
3573,F2S4_160330_025_F01,L4 IT VISp Rspo1
3574,F2S4_160330_025_G01,L4 IT VISp Rspo1
3575,F2S4_160330_025_H01,L5 NP VISp Trhr Met
3576,F2S4_160330_026_A01,L6 CT VISp Ctxn3 Brinp3
3577,F2S4_160330_026_B01,L6 IT VISp Penk Col27a1
3578,F2S4_160330_026_C01,L6 IT VISp Col23a1 Adamts2
3579,F2S4_160330_026_D01,L6 CT VISp Gpr139
3580,F2S4_160330_026_E01,L6 CT VISp Ctxn3 Brinp3
3581,F2S4_160330_026_F01,L6 IT VISp Penk Col27a1
3582,F2S4_160330_026_G01,L6 IT VISp Car3
3583,F2S4_160330_026_H01,L6 IT VISp Col23a1 Adamts2
3584,F2S4_160330_027_A01,L6 CT VISp Ctxn3 Brinp3
3585,F2S4_160330_027_C01,L6 CT VISp Ctxn3 Brinp3
3586,F2S4_160330_027_D01,L6 IT VISp Penk Col27a1
3587,F2S4_160330_027_E01,L6 IT VISp Penk Col27a1
3588,F2S4_160330_027_F01,L6 CT VISp Ctxn3 Sla
3589,F2S4_160330_027_G01,L6 IT VISp Penk Col27a1
3590,F2S4_160330_027_H01,L6 CT VISp Ctxn3 Brinp3
3591,F2S4_160330_028_A01,L6 CT VISp Ctxn3 Sla
3592,F2S4_160330_028_B01,L6 CT VISp Gpr139
3593,F2S4_160330_028_C01,L6 CT VISp Ctxn3 Sla
3594,F2S4_160330_028_D01,L6 IT VISp Penk Col27a1
3595,F2S4_160330_028_E01,L6 IT VISp Penk Col27a1
3596,F2S4_160330_028_F01,L6 CT VISp Ctxn3 Brinp3
3597,F2S4_160330_028_G01,L6 IT VISp Penk Col27a1
3598,F2S4_160330_028_H01,L6 IT VISp Penk Col27a1
3599,F2S4_160330_029_A01,L6 IT VISp Penk Col27a1
3600,F2S4_160330_029_B01,L6 CT VISp Ctxn3 Brinp3
3601,F2S4_160330_029_C01,L6 IT VISp Penk Col27a1
3602,F2S4_160330_029_D01,L6 IT VISp Col23a1 Adamts2
3603,F2S4_160330_029_E01,Meis2 Adamts19
3604,F2S4_160330_029_F01,L6 CT VISp Ctxn3 Brinp3
3605,F2S4_160330_029_G01,L6 CT VISp Ctxn3 Sla
3606,F2S4_160330_029_H01,L6 IT VISp Col23a1 Adamts2
3607,F2S4_160330_030_A01,L6 CT VISp Ctxn3 Brinp3
3608,F2S4_160330_030_B01,L6 IT VISp Penk Col27a1
3609,F2S4_160330_030_C01,L6 IT VISp Penk Col27a1
3610,F2S4_160330_030_D01,L6 CT VISp Ctxn3 Brinp3
3611,F2S4_160330_030_E01,L6 CT VISp Ctxn3 Sla
3612,F2S4_160330_030_F01,L6 CT VISp Nxph2 Wls
3613,F2S4_160330_030_G01,L6 CT VISp Ctxn3 Brinp3
3614,F2S4_160330_030_H01,L6 CT VISp Ctxn3 Brinp3
3615,F2S4_160331_001_A01,Pvalb Tpbg
3616,F2S4_160331_001_B01,Pvalb Reln Itm2a
3617,F2S4_160331_001_C01,Sst Rxfp1 Prdm8
3618,F2S4_160331_001_D01,Pvalb Gpr149 Islr
3619,F2S4_160331_001_E01,Pvalb Reln Tac1
3620,F2S4_160331_001_F01,Pvalb Gpr149 Islr
3621,F2S4_160331_001_G01,Pvalb Gpr149 Islr
3622,F2S4_160331_001_H01,Pvalb Reln Tac1
3623,F2S4_160331_002_A01,Pvalb Reln Tac1
3624,F2S4_160331_002_B01,Pvalb Reln Tac1
3625,F2S4_160331_002_C01,Pvalb Gpr149 Islr
3626,F2S4_160331_002_D01,Pvalb Reln Tac1
3627,F2S4_160331_002_E01,Pvalb Tpbg
3628,F2S4_160331_002_F01,Pvalb Reln Tac1
3629,F2S4_160401_001_A01,Pvalb Th Sst
3630,F2S4_160401_001_B01,Pvalb Sema3e Kank4
3631,F2S4_160401_001_C01,Pvalb Reln Tac1
3632,F2S4_160401_001_D01,Pvalb Reln Tac1
3633,F2S4_160401_001_E01,Pvalb Gpr149 Islr
3634,F2S4_160401_001_F01,Pvalb Gpr149 Islr
3635,F2S4_160401_001_G01,Pvalb Reln Tac1
3636,F2S4_160401_001_H01,Pvalb Gpr149 Islr
3637,F2S4_160401_002_A01,Pvalb Reln Tac1
3638,F2S4_160401_002_B01,Pvalb Gpr149 Islr
3639,F2S4_160401_002_C01,Pvalb Reln Tac1
3640,F2S4_160401_002_D01,Pvalb Reln Tac1
3641,F2S4_160401_002_E01,Pvalb Gpr149 Islr
3642,F2S4_160401_002_F01,Pvalb Gpr149 Islr
3643,F2S4_160401_002_G01,Pvalb Sema3e Kank4
3644,F2S4_160401_002_H01,Pvalb Tpbg
3645,F2S4_160401_003_A01,Pvalb Tpbg
3646,F2S4_160401_003_B01,Pvalb Tpbg
3647,F2S4_160401_003_C01,Pvalb Tpbg
3648,F2S4_160401_003_D01,Pvalb Tpbg
3649,F2S4_160401_003_E01,Pvalb Tpbg
3650,F2S4_160401_003_F01,Pvalb Tpbg
3651,F2S4_160401_003_G01,Pvalb Tpbg
3652,F2S4_160401_003_H01,Pvalb Gabrg1
3653,F2S4_160401_004_A01,Pvalb Sema3e Kank4
3654,F2S4_160401_004_B01,Pvalb Sema3e Kank4
3655,F2S4_160401_004_C01,Pvalb Reln Tac1
3656,F2S4_160401_004_D01,Pvalb Reln Itm2a
3657,F2S4_160401_004_E01,Pvalb Reln Itm2a
3658,F2S4_160404_001_A01,Lamp5 Fam19a1 Pax6
3659,F2S4_160404_001_B01,Lamp5 Plch2 Dock5
3660,F2S4_160404_001_C01,Vip Rspo1 Itga4
3661,F2S4_160404_001_D01,Vip Rspo4 Rxfp1 Chat
3662,F2S4_160404_001_E01,Lamp5 Plch2 Dock5
3663,F2S4_160404_001_F01,Lamp5 Plch2 Dock5
3664,F2S4_160404_001_G01,Lamp5 Lsp1
3665,F2S4_160404_001_H01,Vip Crispld2 Htr2c
3666,F2S4_160404_002_A01,Sncg Vip Nptx2
3667,F2S4_160404_002_B01,Vip Igfbp6 Car10
3668,F2S4_160404_002_D01,Lamp5 Lsp1
3669,F2S4_160404_002_E01,Lamp5 Plch2 Dock5
3670,F2S4_160404_002_F01,Lamp5 Fam19a1 Tmem182
3671,F2S4_160404_002_G01,Vip Pygm C1ql1
3672,F2S4_160404_002_H01,Lamp5 Plch2 Dock5
3673,F2S4_160404_003_A01,Vip Crispld2 Htr2c
3674,F2S4_160404_003_B01,Lamp5 Plch2 Dock5
3675,F2S4_160404_003_C01,Lamp5 Lsp1
3676,F2S4_160404_003_D01,Lamp5 Plch2 Dock5
3677,F2S4_160404_003_E01,Lamp5 Plch2 Dock5
3678,F2S4_160404_003_F01,Lamp5 Fam19a1 Tmem182
3679,F2S4_160404_003_H01,Lamp5 Plch2 Dock5
3680,F2S4_160404_004_A01,Lamp5 Plch2 Dock5
3681,F2S4_160404_004_B01,Lamp5 Plch2 Dock5
3682,F2S4_160404_004_C01,Lamp5 Krt73
3683,F2S4_160404_004_D01,Lamp5 Fam19a1 Tmem182
3684,F2S4_160404_004_E01,Lamp5 Krt73
3685,F2S4_160404_004_F01,Lamp5 Krt73
3686,F2S4_160404_004_G01,Lamp5 Fam19a1 Tmem182
3687,F2S4_160404_004_H01,Sncg Vip Nptx2
3688,F2S4_160404_005_A01,Lamp5 Plch2 Dock5
3689,F2S4_160404_005_B01,Vip Crispld2 Htr2c
3690,F2S4_160404_005_C01,Lamp5 Plch2 Dock5
3691,F2S4_160404_005_D01,Lamp5 Lsp1
3692,F2S4_160404_005_E01,Lamp5 Lsp1
3693,F2S4_160404_005_F01,Lamp5 Lsp1
3694,F2S4_160404_005_G01,Lamp5 Plch2 Dock5
3695,F2S4_160404_005_H01,Vip Chat Htr1f
3696,F2S4_160404_006_A01,Sst Mme Fam114a1
3697,F2S4_160404_006_B01,Pvalb Gpr149 Islr
3698,F2S4_160404_006_C01,Vip Igfbp6 Car10
3699,F2S4_160404_006_D01,Lamp5 Plch2 Dock5
3700,F2S4_160404_006_F01,L2/3 IT VISp Rrad
3701,F2S4_160404_006_G01,Lamp5 Plch2 Dock5
3702,F2S4_160404_006_H01,Lamp5 Ntn1 Npy2r
3703,F2S4_160404_007_A01,Lamp5 Lhx6
3704,F2S4_160404_007_B01,Lamp5 Lsp1
3705,F2S4_160404_007_D01,Sst Chrna2 Glra3
3706,F2S4_160404_007_E01,Sst Calb2 Pdlim5
3707,F2S4_160404_007_F01,Vip Arhgap36 Hmcn1
3708,F2S4_160404_007_G01,Vip Lmo1 Fam159b
3709,F2S4_160404_007_H01,Vip Gpc3 Slc18a3
3710,F2S4_160404_008_A01,Pvalb Reln Tac1
3711,F2S4_160404_008_B01,Pvalb Reln Tac1
3712,F2S4_160404_008_C01,Sst Myh8 Etv1 
3713,F2S4_160404_008_D01,Sst Hpse Sema3c
3714,F2S4_160404_008_E01,Sst Esm1
3715,F2S4_160404_008_F01,Lamp5 Lsp1
3716,F2S4_160404_008_G01,Sst Chrna2 Glra3
3717,F2S4_160404_008_H01,Sst Rxfp1 Prdm8
3718,F2S4_160404_009_A01,Sst Chrna2 Ptgdr
3719,F2S4_160404_009_B01,Vip Igfbp4 Mab21l1
3720,F2S4_160404_009_C01,Sst Nr2f2 Necab1
3721,F2S4_160404_009_D01,Sst Crhr2 Efemp1
3722,F2S4_160404_009_E01,Sst Hpse Cbln4
3723,F2S4_160404_009_F01,Lamp5 Lsp1
3724,F2S4_160404_009_G01,Vip Ptprt Pkp2
3725,F2S4_160404_009_H01,Sst Myh8 Fibin
3726,F2S4_160404_010_B01,Sst Chrna2 Glra3
3727,F2S4_160404_010_C01,Pvalb Sema3e Kank4
3728,F2S4_160404_010_D01,Lamp5 Lsp1
3729,F2S4_160404_010_E01,Sst Myh8 Etv1 
3730,F2S4_160404_010_F01,Pvalb Gpr149 Islr
3731,F2S4_160404_010_G01,Sst Myh8 Fibin
3732,F2S4_160404_010_H01,Pvalb Gpr149 Islr
3733,F2S4_160404_011_A01,Pvalb Reln Tac1
3734,F2S4_160404_011_B01,Sst Chrna2 Ptgdr
3735,F2S4_160404_011_C01,Sst Chrna2 Ptgdr
3736,F2S4_160404_011_D01,Sst Tac2 Tacstd2
3737,F2S4_160404_011_E01,Lamp5 Lsp1
3738,F2S4_160404_011_F01,Sst Chrna2 Glra3
3739,F2S4_160404_011_H01,Pvalb Reln Tac1
3740,F2S4_160404_012_A01,Pvalb Tpbg
3741,F2S4_160404_012_B01,Vip Arhgap36 Hmcn1
3742,F2S4_160404_012_C01,Pvalb Reln Tac1
3743,F2S4_160404_012_D01,Vip Igfbp6 Car10
3744,F2S4_160404_012_F01,Pvalb Reln Tac1
3745,F2S4_160404_012_G01,Pvalb Reln Tac1
3746,F2S4_160404_012_H01,Sst Chrna2 Ptgdr
3747,F2S4_160404_013_A01,Vip Crispld2 Htr2c
3748,F2S4_160404_013_B01,Vip Chat Htr1f
3749,F2S4_160404_013_C01,Pvalb Tpbg
3750,F2S4_160404_013_D01,Vip Chat Htr1f
3751,F2S4_160404_013_E01,Lamp5 Krt73
3752,F2S4_160404_013_F01,Vip Lect1 Oxtr
3753,F2S4_160404_013_G01,Lamp5 Lsp1
3754,F2S4_160404_013_H01,Lamp5 Lsp1
3755,F2S4_160404_014_A01,Pvalb Tpbg
3756,F2S4_160404_014_B01,Vip Lect1 Oxtr
3757,F2S4_160404_014_C01,Sncg Vip Itih5
3758,F2S4_160404_014_D01,Vip Chat Htr1f
3759,F2S4_160404_014_E01,L2/3 IT VISp Agmat
3760,F2S4_160404_014_F01,Vip Pygm C1ql1
3761,F2S4_160404_014_G01,Vip Lect1 Oxtr
3762,F2S4_160404_014_H01,Sst Tac1 Htr1d
3763,F2S4_160404_015_A01,L2/3 IT VISp Adamts2
3764,F2S4_160404_015_B01,Pvalb Tpbg
3765,F2S4_160404_015_C01,Vip Rspo1 Itga4
3766,F2S4_160404_015_D01,Vip Ptprt Pkp2
3767,F2S4_160404_015_E01,Vip Ptprt Pkp2
3768,F2S4_160404_015_G01,Pvalb Tpbg
3769,F2S4_160404_015_H01,Vip Igfbp6 Car10
3770,F2S4_160404_016_A01,Vip Crispld2 Htr2c
3771,F2S4_160404_016_B01,Vip Chat Htr1f
3772,F2S4_160404_016_C01,Vip Rspo1 Itga4
3773,F2S4_160404_016_D01,Vip Crispld2 Kcne4
3774,F2S4_160404_016_E01,Vip Chat Htr1f
3775,F2S4_160404_016_F01,Vip Col15a1 Pde1a
3776,F2S4_160404_016_G01,Lamp5 Ntn1 Npy2r
3777,F2S4_160404_016_H01,Vip Pygm C1ql1
3778,F2S4_160404_017_A01,Lamp5 Lsp1
3779,F2S4_160404_017_B01,L2/3 IT VISp Agmat
3780,F2S4_160404_017_C01,L2/3 IT VISp Agmat
3781,F2S4_160404_017_D01,Lamp5 Lsp1
3782,F2S4_160404_017_E01,Lamp5 Lsp1
3783,F2S4_160404_017_F01,Vip Crispld2 Kcne4
3784,F2S4_160404_017_G01,Sst Calb2 Pdlim5
3785,F2S4_160404_017_H01,Pvalb Tpbg
3786,F2S4_160404_018_A01,Pvalb Tpbg
3787,F2S4_160404_018_B01,Vip Crispld2 Kcne4
3788,F2S4_160404_018_C01,Vip Rspo4 Rxfp1 Chat
3789,F2S4_160404_018_D01,Vip Col15a1 Pde1a
3790,F2S4_160404_018_E01,Vip Igfbp6 Car10
3791,F2S4_160404_018_F01,Lamp5 Plch2 Dock5
3792,F2S4_160404_018_G01,Vip Arhgap36 Hmcn1
3793,F2S4_160404_018_H01,Vip Crispld2 Kcne4
3794,F2S4_160404_019_A01,Lamp5 Ntn1 Npy2r
3795,F2S4_160404_019_B01,Lamp5 Fam19a1 Tmem182
3796,F2S4_160404_019_C01,Pvalb Tpbg
3797,F2S4_160404_019_D01,Vip Ptprt Pkp2
3798,F2S4_160404_019_E01,Sncg Gpr50
3799,F2S4_160404_019_F01,Vip Lect1 Oxtr
3800,F2S4_160404_019_G01,Vip Pygm C1ql1
3801,F2S4_160404_019_H01,Vip Crispld2 Htr2c
3802,F2S4_160404_020_A01,Vip Arhgap36 Hmcn1
3803,F2S4_160404_020_B01,Pvalb Tpbg
3804,F2S4_160404_020_C01,Vip Crispld2 Kcne4
3805,F2S4_160404_020_D01,Lamp5 Plch2 Dock5
3806,F2S4_160404_020_E01,Vip Igfbp6 Pltp
3807,F2S4_160404_020_F01,Vip Rspo4 Rxfp1 Chat
3808,F2S4_160404_020_G01,Sst Tac1 Tacr3
3809,F2S4_160404_020_H01,Lamp5 Lsp1
3810,F2S4_160404_021_A01,Pvalb Tpbg
3811,F2S4_160404_021_B01,Vip Igfbp6 Pltp
3812,F2S4_160404_021_C01,Vip Lmo1 Myl1
3813,F2S4_160404_021_D01,Vip Crispld2 Kcne4
3814,F2S4_160404_021_E01,Vip Lect1 Oxtr
3815,F2S4_160404_021_F01,Vip Pygm C1ql1
3816,F2S4_160404_021_G01,Vip Rspo4 Rxfp1 Chat
3817,F2S4_160404_021_H01,Vip Lmo1 Myl1
3818,F2S4_160404_022_A01,Pvalb Reln Itm2a
3819,F2S4_160404_022_B01,Sst Calb2 Pdlim5
3820,F2S4_160404_022_D01,Lamp5 Lsp1
3821,F2S4_160404_022_E01,Vip Arhgap36 Hmcn1
3822,F2S4_160404_022_F01,Sst Hpse Sema3c
3823,F2S4_160404_022_G01,Pvalb Reln Tac1
3824,F2S4_160404_022_H01,Pvalb Reln Tac1
3825,F2S4_160404_023_B01,Pvalb Reln Tac1
3826,F2S4_160404_023_C01,Sst Hpse Sema3c
3827,F2S4_160404_023_D01,Vip Igfbp6 Pltp
3828,F2S4_160404_023_E01,Pvalb Reln Tac1
3829,F2S4_160404_023_G01,Pvalb Reln Tac1
3830,F2S4_160404_023_H01,Pvalb Reln Tac1
3831,F2S4_160404_024_A01,Pvalb Reln Tac1
3832,F2S4_160404_024_B01,Pvalb Reln Tac1
3833,F2S4_160404_024_C01,Vip Igfbp6 Pltp
3834,F2S4_160404_024_D01,Sst Hpse Cbln4
3835,F2S4_160404_024_E01,Vip Igfbp4 Mab21l1
3836,F2S4_160404_024_F01,Vip Pygm C1ql1
3837,F2S4_160404_024_G01,Pvalb Akr1c18 Ntf3
3838,F2S4_160404_024_H01,Pvalb Akr1c18 Ntf3
3839,F2S4_160404_025_A01,Lamp5 Lhx6
3840,F2S4_160404_025_B01,Vip Arhgap36 Hmcn1
3841,F2S4_160404_025_C01,Pvalb Gabrg1
3842,F2S4_160404_025_D01,Vip Arhgap36 Hmcn1
3843,F2S4_160404_025_E01,Sst Esm1
3844,F2S4_160404_025_G01,Vip Gpc3 Slc18a3
3845,F2S4_160404_025_H01,Sst Esm1
3846,F2S4_160404_026_A01,Vip Lmo1 Fam159b
3847,F2S4_160404_026_B01,Sst Rxfp1 Prdm8
3848,F2S4_160404_026_C01,Vip Arhgap36 Hmcn1
3849,F2S4_160404_026_D01,Vip Arhgap36 Hmcn1
3850,F2S4_160404_026_E01,Meis2 Adamts19
3851,F2S4_160404_026_F01,Lamp5 Lsp1
3852,F2S4_160404_026_G01,Sst Crh 4930553C11Rik 
3853,F2S4_160404_026_H01,Vip Arhgap36 Hmcn1
3854,F2S4_160404_027_A01,Sst Tac2 Tacstd2
3855,F2S4_160404_027_C01,Sst Crhr2 Efemp1
3856,F2S4_160404_027_D01,Pvalb Gabrg1
3857,F2S4_160404_027_E01,Pvalb Gabrg1
3858,F2S4_160404_027_F01,Vip Arhgap36 Hmcn1
3859,F2S4_160404_027_G01,Lamp5 Lsp1
3860,F2S4_160404_028_C01,Lamp5 Fam19a1 Pax6
3861,F2S4_160404_028_D01,Vip Col15a1 Pde1a
3862,F2S4_160404_028_F01,Lamp5 Lsp1
3863,F2S4_160404_028_G01,Sst Rxfp1 Prdm8
3864,F2S4_160404_028_H01,Sst Rxfp1 Prdm8
3865,F2S4_160404_029_C01,Lamp5 Ntn1 Npy2r
3866,F2S4_160404_029_D01,Sncg Vip Itih5
3867,F2S4_160404_029_E01,Lamp5 Lsp1
3868,F2S4_160404_029_F01,Vip Crispld2 Htr2c
3869,F2S4_160404_029_G01,Lamp5 Ntn1 Npy2r
3870,F2S4_160404_029_H01,Lamp5 Fam19a1 Pax6
3871,F2S4_160404_030_A01,Vip Igfbp6 Pltp
3872,F2S4_160404_030_C01,Vip Chat Htr1f
3873,F2S4_160404_030_D01,Pvalb Tpbg
3874,F2S4_160404_030_E01,Lamp5 Lsp1
3875,F2S4_160404_030_F01,Lamp5 Plch2 Dock5
3876,F2S4_160404_030_G01,Sst Tac1 Tacr3
3877,F2S4_160404_030_H01,Vip Igfbp6 Car10
3878,F2S4_160404_031_A01,Lamp5 Ntn1 Npy2r
3879,F2S4_160404_031_B01,Lamp5 Ntn1 Npy2r
3880,F2S4_160404_031_C01,Vip Lect1 Oxtr
3881,F2S4_160404_031_D01,Lamp5 Krt73
3882,F2S4_160404_031_E01,Lamp5 Plch2 Dock5
3883,F2S4_160404_031_F01,Vip Igfbp6 Car10
3884,F2S4_160404_031_G01,Sncg Vip Nptx2
3885,F2S4_160404_031_H01,Sncg Vip Itih5
3886,F2S4_160404_032_A01,Lamp5 Fam19a1 Pax6
3887,F2S4_160404_032_B01,L2/3 IT VISp Agmat
3888,F2S4_160404_032_C01,Sncg Vip Nptx2
3889,F2S4_160404_032_D01,Lamp5 Plch2 Dock5
3890,F2S4_160404_032_E01,Lamp5 Plch2 Dock5
3891,F2S4_160404_032_F01,Lamp5 Fam19a1 Tmem182
3892,F2S4_160404_032_G01,L2/3 IT VISp Adamts2
3893,F2S4_160404_032_H01,Pvalb Tpbg
3894,F2S4_160404_033_A01,Sst Calb2 Pdlim5
3895,F2S4_160404_033_C01,L2/3 IT VISp Adamts2
3896,F2S4_160404_033_D01,Pvalb Vipr2
3897,F2S4_160404_033_E01,Vip Lect1 Oxtr
3898,F2S4_160404_033_F01,Vip Lect1 Oxtr
3899,F2S4_160404_033_G01,Lamp5 Ntn1 Npy2r
3900,F2S4_160404_033_H01,Lamp5 Plch2 Dock5
3901,F2S4_160404_034_A01,Vip Crispld2 Htr2c
3902,F2S4_160404_034_B01,Vip Crispld2 Kcne4
3903,F2S4_160404_034_C01,Lamp5 Plch2 Dock5
3904,F2S4_160404_034_D01,Vip Rspo1 Itga4
3905,F2S4_160404_034_E01,Lamp5 Fam19a1 Tmem182
3906,F2S4_160404_034_F01,Vip Igfbp6 Pltp
3907,F2S4_160404_034_G01,Lamp5 Lsp1
3908,F2S4_160404_034_H01,Lamp5 Lsp1
3909,F2S4_160404_035_A01,Lamp5 Plch2 Dock5
3910,F2S4_160404_035_B01,Vip Rspo1 Itga4
3911,F2S4_160404_035_C01,Lamp5 Lsp1
3912,F2S4_160404_035_D01,Lamp5 Plch2 Dock5
3913,F2S4_160404_035_E01,Lamp5 Lsp1
3914,F2S4_160404_035_F01,Lamp5 Plch2 Dock5
3915,F2S4_160404_035_G01,Lamp5 Plch2 Dock5
3916,F2S4_160404_035_H01,Lamp5 Plch2 Dock5
3917,F2S4_160404_036_A01,Vip Igfbp6 Car10
3918,F2S4_160404_036_B01,Lamp5 Plch2 Dock5
3919,F2S4_160404_036_C01,Vip Rspo4 Rxfp1 Chat
3920,F2S4_160404_036_D01,Vip Igfbp6 Car10
3921,F2S4_160404_036_E01,Lamp5 Fam19a1 Tmem182
3922,F2S4_160404_037_A01,Lamp5 Fam19a1 Pax6
3923,F2S4_160404_037_C01,Lamp5 Plch2 Dock5
3924,F2S4_160404_037_D01,Lamp5 Fam19a1 Pax6
3925,F2S4_160404_037_E01,Lamp5 Plch2 Dock5
3926,F2S4_160404_037_G01,Lamp5 Plch2 Dock5
3927,F2S4_160404_038_A01,Vip Arhgap36 Hmcn1
3928,F2S4_160404_038_B01,Sst Myh8 Etv1 
3929,F2S4_160404_038_E01,Sst Hpse Cbln4
3930,F2S4_160404_038_F01,Sst Nr2f2 Necab1
3931,F2S4_160404_038_G01,Sst Myh8 Fibin
3932,F2S4_160404_038_H01,Sst Nr2f2 Necab1
3933,F2S4_160404_039_A01,Sst Calb2 Pdlim5
3934,F2S4_160404_039_B01,Sst Myh8 Fibin
3935,F2S4_160404_039_C01,Sst Tac2 Tacstd2
3936,F2S4_160404_039_D01,Sst Hpse Sema3c
3937,F2S4_160404_039_E01,Vip Lmo1 Fam159b
3938,F2S4_160404_039_F01,Vip Arhgap36 Hmcn1
3939,F2S4_160404_039_G01,Vip Arhgap36 Hmcn1
3940,F2S4_160404_039_H01,Vip Arhgap36 Hmcn1
3941,F2S4_160404_040_A01,Sst Myh8 Etv1 
3942,F2S4_160404_040_C01,Astro Aqp4
3943,F2S4_160404_040_D01,Vip Arhgap36 Hmcn1
3944,F2S4_160404_040_E01,Lamp5 Lsp1
3945,F2S4_160404_040_F01,Vip Gpc3 Slc18a3
3946,F2S4_160404_040_H01,Sst Myh8 Fibin
3947,F2S4_160404_041_A01,Pvalb Tpbg
3948,F2S4_160404_041_B01,Sst Chrna2 Glra3
3949,F2S4_160404_041_C01,Vip Arhgap36 Hmcn1
3950,F2S4_160404_041_D01,Sst Chrna2 Ptgdr
3951,F2S4_160404_041_E01,Lamp5 Lsp1
3952,F2S4_160404_041_F01,Sst Rxfp1 Prdm8
3953,F2S4_160404_041_G01,Sst Chrna2 Glra3
3954,F2S4_160404_041_H01,Sst Chrna2 Glra3
3955,F2S4_160404_042_A01,Vip Igfbp6 Pltp
3956,F2S4_160404_042_C01,Sst Myh8 Etv1 
3957,F2S4_160404_042_D01,Sst Rxfp1 Prdm8
3958,F2S4_160404_042_E01,Lamp5 Lsp1
3959,F2S4_160404_042_F01,Sst Chrna2 Ptgdr
3960,F2S4_160404_042_G01,Lamp5 Plch2 Dock5
3961,F2S4_160404_042_H01,Sst Calb2 Pdlim5
3962,F2S4_160404_043_A01,Vip Rspo1 Itga4
3963,F2S4_160404_043_B01,Pvalb Tpbg
3964,F2S4_160404_043_C01,Vip Lect1 Oxtr
3965,F2S4_160404_043_D01,Vip Lect1 Oxtr
3966,F2S4_160404_043_E01,L2/3 IT VISp Agmat
3967,F2S4_160404_043_F01,Pvalb Reln Tac1
3968,F2S4_160404_043_G01,Sst Chrna2 Glra3
3969,F2S4_160404_043_H01,Pvalb Gpr149 Islr
3970,F2S4_160404_044_A01,Vip Crispld2 Htr2c
3971,F2S4_160404_044_B01,Lamp5 Fam19a1 Tmem182
3972,F2S4_160404_044_C01,Vip Igfbp6 Pltp
3973,F2S4_160404_044_E01,Vip Chat Htr1f
3974,F2S4_160404_044_F01,Vip Crispld2 Htr2c
3975,F2S4_160404_044_G01,Sncg Vip Nptx2
3976,F2S4_160404_044_H01,Vip Chat Htr1f
3977,F2S4_160404_045_A01,Lamp5 Krt73
3978,F2S4_160404_045_B01,Vip Lect1 Oxtr
